Index,Offset,HeaderID,Length,Type,Text
891,764C,0AE1,16,StringEntry,"dat\LH11_30F.iob"
892,766D,0AE4,16,StringEntry,"dat\LH12_30F.iob"
893,768E,0AE7,16,StringEntry,"dat\LH13_30F.iob"
894,76AF,0AEA,16,StringEntry,"dat\LH16_30F.iob"
895,76D0,0AED,16,StringEntry,"dat\LH17_30F.iob"
896,76F1,0AF0,16,StringEntry,"dat\LH18_30F.iob"
897,7712,0AF3,16,StringEntry,"dat\LH19_30F.iob"
898,7733,0AF6,16,StringEntry,"dat\LH21_30F.iob"
899,7754,0AF9,16,StringEntry,"dat\LH22_30F.iob"
900,7775,0AFC,16,StringEntry,"dat\LH23_30F.iob"
901,7796,0AFF,15,StringEntry,"dat\LH1_60F.iob"
902,77B6,0B02,15,StringEntry,"dat\LH2_60F.iob"
903,77D6,0B05,15,StringEntry,"dat\LH3_60F.iob"
904,77F6,0B08,15,StringEntry,"dat\LH4_60F.iob"
905,7816,0B0B,15,StringEntry,"dat\LH5_60F.iob"
906,7836,0B0E,15,StringEntry,"dat\LH6_60F.iob"
907,7856,0B11,15,StringEntry,"dat\LH7_60F.iob"
908,7876,0B14,15,StringEntry,"dat\LH8_60F.iob"
909,7896,0B17,15,StringEntry,"dat\LH9_60F.iob"
910,78B6,0B1A,16,StringEntry,"dat\LH10_60F.iob"
911,78D7,0B1D,16,StringEntry,"dat\LH11_60F.iob"
912,78F8,0B20,16,StringEntry,"dat\LH12_60F.iob"
913,7919,0B23,16,StringEntry,"dat\LH13_60F.iob"
914,793A,0B26,16,StringEntry,"dat\LH16_60F.iob"
915,795B,0B29,16,StringEntry,"dat\LH17_60F.iob"
916,797C,0B2C,16,StringEntry,"dat\LH18_60F.iob"
917,799D,0B2F,16,StringEntry,"dat\LH19_60F.iob"
918,79BE,0B32,16,StringEntry,"dat\LH21_60F.iob"
919,79DF,0B35,16,StringEntry,"dat\LH22_60F.iob"
920,7A00,0B38,16,StringEntry,"dat\LH23_60F.iob"
921,7A21,0B3B,15,StringEntry,"dat\LH1_90F.iob"
922,7A41,0B3E,15,StringEntry,"dat\LH3_90F.iob"
923,7A61,0B41,15,StringEntry,"dat\LH4_90F.iob"
924,7A81,0B44,15,StringEntry,"dat\LH7_90F.iob"
925,7AA1,0B47,15,StringEntry,"dat\LH8_90F.iob"
926,7AC1,0B4A,16,StringEntry,"dat\LH10_90F.iob"
927,7AE2,0B4D,16,StringEntry,"dat\LH11_90F.iob"
928,7B03,0B50,16,StringEntry,"dat\LH12_90F.iob"
929,7B24,0B53,16,StringEntry,"dat\LH13_90F.iob"
930,7B45,0B56,16,StringEntry,"dat\LH17_90F.iob"
931,7B66,0B59,16,StringEntry,"dat\LH19_90F.iob"
932,7B87,0B5C,16,StringEntry,"dat\LH22_90F.iob"
933,7BA8,0B5F,16,StringEntry,"dat\LH23_90F.iob"
934,7D28,??,5,Unverified,"=ff&?"
935,7E84,??,2,Unverified,"@?"
936,7EC9,??,2,Unverified,"@?"
937,7F0E,??,2,Unverified,"@?"
938,7F53,??,2,Unverified,"@?"
939,7F98,??,2,Unverified,"@?"
940,7FDD,??,2,Unverified,"@?"
941,8133,??,5,Unverified,"=ff&?"
942,8290,??,7,Unverified,"invalid"
943,82B5,??,10,Unverified,"land01.cls"
944,82DD,??,10,Unverified,"land02.cls"
945,8305,??,10,Unverified,"land03.cls"
946,832D,??,10,Unverified,"land04.cls"
947,8355,??,10,Unverified,"land05.cls"
948,837D,??,10,Unverified,"land06.cls"
949,83A5,??,10,Unverified,"land07.cls"
950,83CD,??,10,Unverified,"land08.cls"
951,83F5,??,10,Unverified,"land09.cls"
952,841D,??,10,Unverified,"land10.cls"
953,8445,??,10,Unverified,"land11.cls"
954,846D,??,10,Unverified,"land12.cls"
955,8495,??,10,Unverified,"land13.cls"
956,84BD,??,10,Unverified,"land14.cls"
957,84E5,??,10,Unverified,"land15.cls"
958,850D,??,10,Unverified,"land16.cls"
959,8535,??,10,Unverified,"land17.cls"
960,855D,??,10,Unverified,"land18.cls"
961,8585,??,10,Unverified,"land19.cls"
962,85AD,??,10,Unverified,"land20.cls"
963,85D5,??,10,Unverified,"land21.cls"
964,85FD,??,10,Unverified,"land22.cls"
965,8625,??,10,Unverified,"land23.cls"
966,864D,??,10,Unverified,"land24.cls"
967,8675,??,10,Unverified,"land25.cls"
968,869D,??,10,Unverified,"land26.cls"
969,86C5,??,10,Unverified,"land27.cls"
970,86ED,??,10,Unverified,"land28.cls"
971,8715,??,10,Unverified,"land29.cls"
972,873D,??,10,Unverified,"land30.cls"
973,8939,021C,15,StringEntry,"OTYPE_EXITARROW"
974,895E,0225,17,StringEntry,"OTYPE_HEADLIGHT_1"
975,8998,022A,17,StringEntry,"OTYPE_HEADLIGHT_2"
976,89D2,022F,17,StringEntry,"OTYPE_HEADLIGHT_3"
977,8A0C,0235,18,StringEntry,"OTYPE_EXPLOLIGHT_1"
978,8A47,023A,18,StringEntry,"OTYPE_EXPLOLIGHT_2"
979,8A82,023F,18,StringEntry,"OTYPE_EXPLOLIGHT_3"
980,8ABD,0244,18,StringEntry,"OTYPE_EXPLOLIGHT_4"
981,8AF8,0249,18,StringEntry,"OTYPE_EXPLOLIGHT_5"
982,8B33,024E,18,StringEntry,"OTYPE_EXPLOLIGHT_6"
983,8B6E,0253,18,StringEntry,"OTYPE_EXPLOLIGHT_7"
984,8BA9,0258,18,StringEntry,"OTYPE_EXPLOLIGHT_8"
985,8BE4,025D,18,StringEntry,"OTYPE_EXPLOLIGHT_9"
986,8C1F,0262,19,StringEntry,"OTYPE_EXPLOLIGHT_10"
987,8C5B,026C,15,StringEntry,"OTYPE_BSHADOW_1"
988,8C80,0270,15,StringEntry,"OTYPE_BSHADOW_2"
989,8CA5,0274,15,StringEntry,"OTYPE_BSHADOW_3"
990,8CCA,0282,23,StringEntry,"OTYPE_1_Pounder_pom_pom"
991,8D2C,028B,23,StringEntry,"OTYPE_2_Pounder_pom_pom"
992,8D8E,0294,19,StringEntry,"OTYPE_3_Pounder_gun"
993,8DEC,029D,19,StringEntry,"OTYPE_6_Pounder_gun"
994,8E4A,02A6,20,StringEntry,"OTYPE_13_Pounder_gun"
995,8EA9,02AF,20,StringEntry,"OTYPE_18_Pounder_gun"
996,8F08,02B8,24,StringEntry,"OTYPE_3_9_Inch_Naval_gun"
997,8F86,02C2,24,StringEntry,"OTYPE_4_6_Inch_Naval_gun"
998,9004,02CC,22,StringEntry,"OTYPE_6_Inch_Naval_gun"
999,9080,02D6,24,StringEntry,"OTYPE_9_2_Inch_Naval_gun"
1000,90FE,02E0,23,StringEntry,"OTYPE_12_Inch_Naval_gun"
1001,917B,02EA,23,StringEntry,"OTYPE_4_6_Inch_howitzer"
1002,91F8,02F4,21,StringEntry,"OTYPE_6_Inch_howitzer"
1003,9273,02FE,21,StringEntry,"OTYPE_8_Inch_howitzer"
1004,92EE,0308,22,StringEntry,"OTYPE_1_Pdr_AA_Pom_Pom"
1005,934F,0311,22,StringEntry,"OTYPE_2_Pdr_AA_Pom_Pom"
1006,93B0,031A,18,StringEntry,"OTYPE_3_Pdr_AA_Gun"
1007,940D,0323,18,StringEntry,"OTYPE_Explosives_1"
1008,9463,032C,18,StringEntry,"OTYPE_Explosives_2"
1009,94B9,0335,18,StringEntry,"OTYPE_Explosives_3"
1010,950F,033E,16,StringEntry,"OTYPE_2Pd_Mortar"
1011,9585,0348,16,StringEntry,"OTYPE_3Pd_Mortar"
1012,95FB,0352,16,StringEntry,"OTYPE_6Pd_Mortar"
1013,9671,035C,14,StringEntry,"OTYPE_AIRBOMB1"
1014,96E5,0366,14,StringEntry,"OTYPE_AIRBOMB2"
1015,9759,0370,14,StringEntry,"OTYPE_AIRBOMB3"
1016,97CD,037F,27,StringEntry,"OTYPE_12_KrK_Rapid_Heat_Ray"
1017,9839,0389,27,StringEntry,"OTYPE_18_KrK_Rapid_Heat_Ray"
1018,98A5,0393,21,StringEntry,"OTYPE_38_KrK_Heat_Ray"
1019,990B,039D,21,StringEntry,"OTYPE_46_KrK_Heat_Ray"
1020,9971,03A7,19,StringEntry,"OTYPE_62_KrK_UV_Ray"
1021,99D5,03B1,18,StringEntry,"OTYPE_80_KrK_X_Ray"
1022,9A38,03BB,24,StringEntry,"OTYPE_EMR_Charge_Pulser1"
1023,9A9B,03C4,24,StringEntry,"OTYPE_EMR_Charge_Pulser2"
1024,9AFE,03CD,24,StringEntry,"OTYPE_EMR_Charge_Pulser3"
1025,9B61,03D6,31,StringEntry,"OTYPE_102_DnO_Canister_Launcher"
1026,9BE6,03E0,31,StringEntry,"OTYPE_130_DnO_Canister_Launcher"
1027,9C6B,03EA,31,StringEntry,"OTYPE_165_DnO_Canister_Launcher"
1028,9CF0,03F4,31,StringEntry,"OTYPE_188_DnO_Canister_Launcher"
1029,9D75,03FE,25,StringEntry,"OTYPE_BlackDust_Launcher1"
1030,9DF4,0408,25,StringEntry,"OTYPE_BlackDust_Launcher2"
1031,9E73,0412,25,StringEntry,"OTYPE_BlackDust_Launcher3"
1032,9EF2,041F,15,StringEntry,"OTYPE_Glue_Jet1"
1033,9F52,0429,15,StringEntry,"OTYPE_Glue_Jet2"
1034,9FB2,0433,15,StringEntry,"OTYPE_Glue_Jet3"
1035,A012,043D,14,StringEntry,"OTYPE_Handlers"
1036,A06B,0446,15,StringEntry,"OTYPE_Mind_Fk_1"
1037,A0CB,0450,15,StringEntry,"OTYPE_Mind_Fk_2"
1038,A12B,045A,15,StringEntry,"OTYPE_Mind_Fk_3"
1039,A18B,0464,13,StringEntry,"OTYPE_FREEZE1"
1040,A1E9,046E,13,StringEntry,"OTYPE_FREEZE2"
1041,A247,0478,13,StringEntry,"OTYPE_FREEZE3"
1042,A2A5,0482,12,StringEntry,"OTYPE_SCARE1"
1043,A302,048C,12,StringEntry,"OTYPE_SCARE2"
1044,A35F,0496,12,StringEntry,"OTYPE_SCARE3"
1045,A3BC,04A0,19,StringEntry,"OTYPE_CONTROLBRAIN1"
1046,A420,04AA,19,StringEntry,"OTYPE_CONTROLBRAIN2"
1047,A484,04B4,19,StringEntry,"OTYPE_CONTROLBRAIN3"
1048,A4E8,04C1,18,StringEntry,"OTYPE_Shock_Bomb_1"
1049,A560,04CB,18,StringEntry,"OTYPE_Shock_Bomb_2"
1050,A5D8,04D5,18,StringEntry,"OTYPE_Shock_Bomb_3"
1051,A650,04DF,38,StringEntry,"OTYPE_HighEnergyCapacitorShellLauncher"
1052,A6DC,04E9,17,StringEntry,"OTYPE_Neutraliser"
1053,A738,04F2,19,StringEntry,"OTYPE_Drone_Target1"
1054,A781,04F8,19,StringEntry,"OTYPE_Drone_Target2"
1055,A7CA,04FE,19,StringEntry,"OTYPE_Drone_Target3"
1056,A813,0509,17,StringEntry,"OTYPE_INFILTRATE1"
1057,A86F,0512,17,StringEntry,"OTYPE_INFILTRATE2"
1058,A8CB,051B,17,StringEntry,"OTYPE_INFILTRATE3"
1059,A927,052D,22,StringEntry,"OTYPE_130_DnO_Canister"
1060,A975,0533,26,StringEntry,"OTYPE_BlackDust_Canister_1"
1061,A9C7,0539,26,StringEntry,"OTYPE_BlackDust_Canister_2"
1062,AA19,053F,26,StringEntry,"OTYPE_BlackDust_Canister_3"
1063,AA6B,0553,13,StringEntry,"OTYPE_AIRBOMB"
1064,AA8E,0557,19,StringEntry,"OTYPE_Shock_Round_1"
1065,AAB7,0560,14,StringEntry,"OTYPE_MOVE_ACK"
1066,AADB,056A,20,StringEntry,"OTYPE_EXPLOSION_COL1"
1067,AB05,056E,20,StringEntry,"OTYPE_EXPLOSION_COL2"
1068,AB2F,0572,20,StringEntry,"OTYPE_EXPLOSION_COL3"
1069,AB59,0576,23,StringEntry,"OTYPE_EXPLOSION_PART_1A"
1070,AB86,057A,23,StringEntry,"OTYPE_EXPLOSION_PART_2A"
1071,ABB3,057E,23,StringEntry,"OTYPE_EXPLOSION_PART_3A"
1072,ABE0,0582,23,StringEntry,"OTYPE_EXPLOSION_PART_4A"
1073,AC0D,0586,23,StringEntry,"OTYPE_EXPLOSION_PART_5A"
1074,AC3A,058A,23,StringEntry,"OTYPE_EXPLOSION_PART_6A"
1075,AC67,058E,23,StringEntry,"OTYPE_EXPLOSION_PART_7A"
1076,AC94,0592,23,StringEntry,"OTYPE_EXPLOSION_PART_8A"
1077,ACC1,0596,23,StringEntry,"OTYPE_EXPLOSION_PART_9A"
1078,ACEE,059A,24,StringEntry,"OTYPE_EXPLOSION_PART_10A"
1079,AD1C,05A2,23,StringEntry,"OTYPE_EXPLOSION_PART_1B"
1080,AD53,05A6,23,StringEntry,"OTYPE_EXPLOSION_PART_2B"
1081,AD8A,05AA,23,StringEntry,"OTYPE_EXPLOSION_PART_3B"
1082,ADC1,05AE,23,StringEntry,"OTYPE_EXPLOSION_PART_4B"
1083,ADF8,05B2,23,StringEntry,"OTYPE_EXPLOSION_PART_5B"
1084,AE2F,05B6,23,StringEntry,"OTYPE_EXPLOSION_PART_6B"
1085,AE66,05BA,23,StringEntry,"OTYPE_EXPLOSION_PART_7B"
1086,AE9D,05BE,23,StringEntry,"OTYPE_EXPLOSION_PART_8B"
1087,AED4,05C2,23,StringEntry,"OTYPE_EXPLOSION_PART_9B"
1088,AF0B,05C6,24,StringEntry,"OTYPE_EXPLOSION_PART_10B"
1089,AF43,05CA,23,StringEntry,"OTYPE_WATEREXPLOSION_1A"
1090,AF70,05CE,23,StringEntry,"OTYPE_WATEREXPLOSION_1B"
1091,AF9D,05D2,23,StringEntry,"OTYPE_WATEREXPLOSION_2A"
1092,AFCA,05D6,23,StringEntry,"OTYPE_WATEREXPLOSION_2B"
1093,AFF7,05DA,23,StringEntry,"OTYPE_WATEREXPLOSION_3A"
1094,B024,05DE,23,StringEntry,"OTYPE_WATEREXPLOSION_3B"
1095,B051,05E2,23,StringEntry,"OTYPE_WATEREXPLOSION_4A"
1096,B07E,05E6,23,StringEntry,"OTYPE_WATEREXPLOSION_4B"
1097,B0AB,05EA,23,StringEntry,"OTYPE_WATEREXPLOSION_5A"
1098,B0D8,05EE,23,StringEntry,"OTYPE_WATEREXPLOSION_5B"
1099,B105,05F3,13,StringEntry,"OTYPE_SMOKE_1"
1100,B128,05F7,13,StringEntry,"OTYPE_SMOKE_2"
1101,B14B,05FB,13,StringEntry,"OTYPE_SMOKE_3"
1102,B16E,05FF,13,StringEntry,"OTYPE_SMOKE_4"
1103,B191,0603,13,StringEntry,"OTYPE_SMOKE_5"
1104,B1B4,0607,13,StringEntry,"OTYPE_SMOKE_6"
1105,B1D7,060B,13,StringEntry,"OTYPE_SMOKE_7"
1106,B1FA,060F,13,StringEntry,"OTYPE_SMOKE_8"
1107,B21D,0613,17,StringEntry,"OTYPE_SHORTFLAME1"
1108,B244,061A,16,StringEntry,"OTYPE_SUB_SPLASH"
1109,B27E,061E,21,StringEntry,"OTYPE_SUB_SPLASH_PART"
1110,B2AF,0623,14,StringEntry,"OTYPE_TUN_DIRT"
1111,B2E7,0627,19,StringEntry,"OTYPE_TUN_DIRT_PART"
1112,B316,062C,19,StringEntry,"OTYPE_CONSTRIC_GUNK"
1113,B353,0630,24,StringEntry,"OTYPE_CONSTRIC_GUNK_PART"
1114,B387,0638,13,StringEntry,"OTYPE_SMOKE_9"
1115,B3AA,063C,14,StringEntry,"OTYPE_SMOKE_10"
1116,B3CE,0640,20,StringEntry,"OTYPE_WATER_RIPPLE_1"
1117,B3FE,0645,20,StringEntry,"OTYPE_WATER_RIPPLE_2"
1118,B443,064A,20,StringEntry,"OTYPE_WATER_RIPPLE_3"
1119,B473,064F,21,StringEntry,"OTYPE_WATER_TWINKLE_1"
1120,B49E,0653,21,StringEntry,"OTYPE_WATER_TWINKLE_2"
1121,B4C9,0657,21,StringEntry,"OTYPE_WATER_TWINKLE_3"
1122,B4F4,065E,15,StringEntry,"OTYPE_TREESTUMP"
1123,B526,0664,17,StringEntry,"OTYPE_HEATRAY_TIP"
1124,B54D,0668,17,StringEntry,"OTYPE_FLYING_DIRT"
1125,B574,066C,17,StringEntry,"OTYPE_BlackDust_1"
1126,B5A1,0671,17,StringEntry,"OTYPE_BlackDust_2"
1127,B5CE,0676,17,StringEntry,"OTYPE_BlackDust_3"
1128,B5FB,0683,17,StringEntry,"OTYPE_Explosion_1"
1129,B64F,068B,21,StringEntry,"OTYPE_Explosion_1_Sea"
1130,B6A7,0693,21,StringEntry,"OTYPE_Explosion_1_Air"
1131,B6FF,069C,17,StringEntry,"OTYPE_Explosion_2"
1132,B753,06A3,21,StringEntry,"OTYPE_Explosion_2_Sea"
1133,B7AB,06AB,21,StringEntry,"OTYPE_Explosion_2_Air"
1134,B803,06B4,17,StringEntry,"OTYPE_Explosion_3"
1135,B857,06BB,21,StringEntry,"OTYPE_Explosion_3_Sea"
1136,B8AF,06C3,21,StringEntry,"OTYPE_Explosion_3_Air"
1137,B907,06CC,17,StringEntry,"OTYPE_Explosion_4"
1138,B95B,06D3,21,StringEntry,"OTYPE_Explosion_4_Sea"
1139,B9B3,06DB,21,StringEntry,"OTYPE_Explosion_4_Air"
1140,BA0B,06E4,17,StringEntry,"OTYPE_Explosion_5"
1141,BA5F,06EC,21,StringEntry,"OTYPE_Explosion_5_Sea"
1142,BAB7,06F4,21,StringEntry,"OTYPE_Explosion_5_Air"
1143,BB0F,06FD,17,StringEntry,"OTYPE_Explosion_6"
1144,BB7E,0705,21,StringEntry,"OTYPE_Explosion_6_Sea"
1145,BBD6,070D,21,StringEntry,"OTYPE_Explosion_6_Air"
1146,BC2E,0716,17,StringEntry,"OTYPE_Explosion_7"
1147,BC89,071E,21,StringEntry,"OTYPE_Explosion_7_Sea"
1148,BCE8,0727,21,StringEntry,"OTYPE_Explosion_7_Air"
1149,BD47,0731,17,StringEntry,"OTYPE_Explosion_8"
1150,BDA2,073A,21,StringEntry,"OTYPE_Explosion_8_Sea"
1151,BE01,0743,21,StringEntry,"OTYPE_Explosion_8_Air"
1152,BE60,074D,17,StringEntry,"OTYPE_Explosion_9"
1153,BEBB,0756,21,StringEntry,"OTYPE_Explosion_9_Sea"
1154,BF1A,075F,21,StringEntry,"OTYPE_Explosion_9_Air"
1155,BF79,0769,18,StringEntry,"OTYPE_Explosion_10"
1156,BFF0,0772,22,StringEntry,"OTYPE_Explosion_10_Sea"
1157,C050,077B,22,StringEntry,"OTYPE_Explosion_10_Air"
1158,C0B0,0785,18,StringEntry,"OTYPE_Explosion_11"
1159,C142,0790,22,StringEntry,"OTYPE_Explosion_11_Sea"
1160,C1A2,0799,22,StringEntry,"OTYPE_Explosion_11_Air"
1161,C202,07A3,18,StringEntry,"OTYPE_Explosion_12"
1162,C25E,07AC,22,StringEntry,"OTYPE_Explosion_12_Sea"
1163,C2BE,07B5,22,StringEntry,"OTYPE_Explosion_12_Air"
1164,C31E,07BF,18,StringEntry,"OTYPE_Explosion_13"
1165,C37A,07C8,22,StringEntry,"OTYPE_Explosion_13_Sea"
1166,C3DA,07D1,22,StringEntry,"OTYPE_Explosion_13_Air"
1167,C43A,07DB,18,StringEntry,"OTYPE_Explosion_14"
1168,C4B1,07E4,22,StringEntry,"OTYPE_Explosion_14_Sea"
1169,C511,07ED,22,StringEntry,"OTYPE_Explosion_14_Air"
1170,C571,07F7,18,StringEntry,"OTYPE_Explosion_15"
1171,C5C6,07FF,22,StringEntry,"OTYPE_Explosion_15_Sea"
1172,C61F,0807,22,StringEntry,"OTYPE_Explosion_15_Air"
1173,C678,0810,18,StringEntry,"OTYPE_Explosion_16"
1174,C6CD,0818,22,StringEntry,"OTYPE_Explosion_16_Sea"
1175,C726,0820,22,StringEntry,"OTYPE_Explosion_16_Air"
1176,C77F,0829,18,StringEntry,"OTYPE_Explosion_17"
1177,C7D4,0831,22,StringEntry,"OTYPE_Explosion_17_Sea"
1178,C82D,0839,22,StringEntry,"OTYPE_Explosion_17_Air"
1179,C886,0842,18,StringEntry,"OTYPE_Explosion_18"
1180,C8F6,084A,22,StringEntry,"OTYPE_Explosion_18_Sea"
1181,C94F,0852,22,StringEntry,"OTYPE_Explosion_18_Air"
1182,C9A8,085B,18,StringEntry,"OTYPE_Explosion_19"
1183,CA33,0864,22,StringEntry,"OTYPE_Explosion_19_Sea"
1184,CA8C,086C,22,StringEntry,"OTYPE_Explosion_19_Air"
1185,CAE5,0875,18,StringEntry,"OTYPE_Explosion_20"
1186,CB70,087E,22,StringEntry,"OTYPE_Explosion_20_Sea"
1187,CBC9,0886,22,StringEntry,"OTYPE_Explosion_20_Air"
1188,CC22,088F,18,StringEntry,"OTYPE_Explosion_21"
1189,CC7E,0898,22,StringEntry,"OTYPE_Explosion_21_Sea"
1190,CCDE,08A1,22,StringEntry,"OTYPE_Explosion_21_Air"
1191,CD3E,08AB,18,StringEntry,"OTYPE_Explosion_22"
1192,CDB5,08B4,22,StringEntry,"OTYPE_Explosion_22_Sea"
1193,CE15,08BD,22,StringEntry,"OTYPE_Explosion_22_Air"
1194,CE75,08C7,18,StringEntry,"OTYPE_Explosion_23"
1195,CF07,08D1,22,StringEntry,"OTYPE_Explosion_23_Sea"
1196,CF67,08DA,22,StringEntry,"OTYPE_Explosion_23_Air"
1197,CFC7,08E4,18,StringEntry,"OTYPE_Explosion_24"
1198,D059,08EE,22,StringEntry,"OTYPE_Explosion_24_Sea"
1199,D0B9,08F7,22,StringEntry,"OTYPE_Explosion_24_Air"
1200,D119,0901,18,StringEntry,"OTYPE_Explosion_25"
1201,D16E,0909,22,StringEntry,"OTYPE_Explosion_25_Sea"
1202,D1C7,0911,22,StringEntry,"OTYPE_Explosion_25_Air"
1203,D220,091A,18,StringEntry,"OTYPE_Explosion_26"
1204,D275,0922,22,StringEntry,"OTYPE_Explosion_26_Sea"
1205,D2CE,092A,22,StringEntry,"OTYPE_Explosion_26_Air"
1206,D327,0933,18,StringEntry,"OTYPE_Explosion_27"
1207,D397,093B,22,StringEntry,"OTYPE_Explosion_27_Sea"
1208,D3F0,0943,22,StringEntry,"OTYPE_Explosion_27_Air"
1209,D449,094C,18,StringEntry,"OTYPE_Explosion_28"
1210,D494,0953,22,StringEntry,"OTYPE_Explosion_28_Sea"
1211,D4E3,095A,22,StringEntry,"OTYPE_Explosion_28_Air"
1212,D532,0962,18,StringEntry,"OTYPE_Explosion_29"
1213,D57D,0969,22,StringEntry,"OTYPE_Explosion_29_Sea"
1214,D5CC,0970,22,StringEntry,"OTYPE_Explosion_29_Air"
1215,D61B,0978,18,StringEntry,"OTYPE_Explosion_30"
1216,D666,097F,22,StringEntry,"OTYPE_Explosion_30_Sea"
1217,D6B5,0986,22,StringEntry,"OTYPE_Explosion_30_Air"
1218,D704,098E,18,StringEntry,"OTYPE_Explosion_31"
1219,D748,0995,22,StringEntry,"OTYPE_Explosion_31_Sea"
1220,D790,099C,22,StringEntry,"OTYPE_Explosion_31_Air"
1221,D7D8,09A4,18,StringEntry,"OTYPE_Explosion_32"
1222,D81C,09AB,22,StringEntry,"OTYPE_Explosion_32_Sea"
1223,D864,09B2,22,StringEntry,"OTYPE_Explosion_32_Air"
1224,D8AC,09BA,18,StringEntry,"OTYPE_Explosion_33"
1225,D8F0,09C1,22,StringEntry,"OTYPE_Explosion_33_Sea"
1226,D938,09C8,22,StringEntry,"OTYPE_Explosion_33_Air"
1227,D980,09D0,18,StringEntry,"OTYPE_Explosion_34"
1228,D9D5,09D8,22,StringEntry,"OTYPE_Explosion_34_Sea"
1229,DA2E,09E0,22,StringEntry,"OTYPE_Explosion_34_Air"
1230,DA87,09E9,18,StringEntry,"OTYPE_Explosion_35"
1231,DADC,09F1,22,StringEntry,"OTYPE_Explosion_35_Sea"
1232,DB35,09F9,22,StringEntry,"OTYPE_Explosion_35_Air"
1233,DB8E,0A02,18,StringEntry,"OTYPE_Explosion_36"
1234,DBE3,0A0A,22,StringEntry,"OTYPE_Explosion_36_Sea"
1235,DC3C,0A12,22,StringEntry,"OTYPE_Explosion_36_Air"
1236,DC95,0A1B,18,StringEntry,"OTYPE_Explosion_37"
1237,DCEA,0A23,22,StringEntry,"OTYPE_Explosion_37_Sea"
1238,DD4A,0A2C,22,StringEntry,"OTYPE_Explosion_37_Air"
1239,DDAA,0A36,18,StringEntry,"OTYPE_Explosion_38"
1240,DE06,0A3F,22,StringEntry,"OTYPE_Explosion_38_Sea"
1241,DE66,0A48,22,StringEntry,"OTYPE_Explosion_38_Air"
1242,DEC6,0A52,18,StringEntry,"OTYPE_Explosion_39"
1243,DF22,0A5B,22,StringEntry,"OTYPE_Explosion_39_Sea"
1244,DF82,0A64,22,StringEntry,"OTYPE_Explosion_39_Air"
1245,DFE2,0A6E,18,StringEntry,"OTYPE_Explosion_40"
1246,E059,0A77,22,StringEntry,"OTYPE_Explosion_40_Sea"
1247,E0B9,0A80,22,StringEntry,"OTYPE_Explosion_40_Air"
1248,E119,0A8C,28,StringEntry,"OTYPE_Explosion_41_Mind_Fk_1"
1249,E16E,0A93,28,StringEntry,"OTYPE_Explosion_42_Mind_Fk_2"
1250,E1C3,0A9A,28,StringEntry,"OTYPE_Explosion_43_Mind_Fk_3"
1251,E218,0AA2,19,StringEntry,"OTYPE_EXPLO_FREEZE1"
1252,E26B,0AAB,19,StringEntry,"OTYPE_EXPLO_FREEZE2"
1253,E2BE,0AB4,19,StringEntry,"OTYPE_EXPLO_FREEZE3"
1254,E311,0ABD,18,StringEntry,"OTYPE_EXPLO_SCARE1"
1255,E363,0AC6,18,StringEntry,"OTYPE_EXPLO_SCARE2"
1256,E3B5,0ACF,18,StringEntry,"OTYPE_EXPLO_SCARE3"
1257,E407,0AD8,25,StringEntry,"OTYPE_EXPLO_CONTROLBRAIN1"
1258,E460,0AE1,25,StringEntry,"OTYPE_EXPLO_CONTROLBRAIN2"
1259,E4B9,0AEA,25,StringEntry,"OTYPE_EXPLO_CONTROLBRAIN3"
1260,E512,0AF3,31,StringEntry,"OTYPE_Explosion_44_Shock_Bomb_1"
1261,E57B,0AFB,31,StringEntry,"OTYPE_Explosion_45_Shock_Bomb_2"
1262,E61A,0B05,31,StringEntry,"OTYPE_Explosion_46_Shock_Bomb_3"
1263,E6B9,0B10,30,StringEntry,"OTYPE_Explosion_47_Explosives1"
1264,E709,0B17,30,StringEntry,"OTYPE_Explosion_48_Explosives2"
1265,E759,0B1E,30,StringEntry,"OTYPE_Explosion_49_Explosives3"
1266,E7A9,0B26,23,StringEntry,"OTYPE_EXPLO_INFILTRATE1"
1267,E7F2,0B2D,23,StringEntry,"OTYPE_EXPLO_INFILTRATE2"
1268,E83B,0B34,23,StringEntry,"OTYPE_EXPLO_INFILTRATE3"
1269,E884,0B3C,28,StringEntry,"OTYPE_Drone_Death_Explosion1"
1270,E920,0B47,28,StringEntry,"OTYPE_Drone_Death_Explosion2"
1271,E9BC,0B52,28,StringEntry,"OTYPE_Drone_Death_Explosion3"
1272,EA08,??,2,Unverified,"@@"
1273,EA23,??,2,Unverified,"@@"
1274,EA58,0B5D,24,StringEntry,"OTYPE_EXPLOSION_AIRBOMB1"
1275,EABA,0B67,24,StringEntry,"OTYPE_EXPLOSION_AIRBOMB2"
1276,EB37,0B71,24,StringEntry,"OTYPE_EXPLOSION_AIRBOMB3"
1277,EBCF,0B7F,23,StringEntry,"OTYPE_Death_Explosion_1"
1278,EC4B,0B89,23,StringEntry,"OTYPE_Death_Explosion_2"
1279,EC92,??,2,Unverified," @"
1280,ECC7,0B93,23,StringEntry,"OTYPE_Death_Explosion_3"
1281,ED5E,0B9E,23,StringEntry,"OTYPE_Death_Explosion_4"
1282,EDF5,0BA9,23,StringEntry,"OTYPE_Death_Explosion_5"
1283,EE8C,0BB4,23,StringEntry,"OTYPE_Death_Explosion_6"
